,Mobile Link,Mobile Name,Price,Rating,SIM Type,Display Size,Resolution,Display Type,GPU,Operating System,Processor Type,Processor Core,Internal Storage,RAM,Total Memory,Expandable Storage,Primary Camera,Secondary Camera,Digital Zoom,Frame Rate,Supported Networks,Bluetooth Version,Wi-Fi Version,NFC,Battery Capacity
289,https://flipkart.com/redmi-11-prime-5g-thunder-black-128-gb/p/itme0b907d1e24ea?pid=MOBGHDXFKQYF5EMK&lid=LSTMOBGHDXFKQYF5EMKB9HNPY&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_290&otracker=search&otracker1=search&fm=organic&iid=ade361f1-3ed8-48f4-8208-98b77f5756ab.MOBGHDXFKQYF5EMK.SEARCH&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"REDMI 11 Prime 5G (Thunder Black, 128 GB)  (6 GB RAM)","₹11,999",4.2,Dual Sim,16.71 cm (6.58 inch),2400 x 1080,N/A,N/A,Android 12,N/A,N/A,128 GB,6 GB,N/A,N/A,5MP Rear Camera,5MP Front Camera,N/A,N/A,5G,N/A,N/A,N/A,5000 mAh
290,https://flipkart.com/samsung-galaxy-a14-5g-dark-red-128-gb/p/itma8393faabfb76?pid=MOBGHT8UUUNXNYZ4&lid=LSTMOBGHT8UUUNXNYZ4QUY1LJ&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_291&otracker=search&otracker1=search&fm=organic&iid=en_-BpIz60ULZizwEuA2HHTOEQ5w1H3bk7LlKc7fdtR2pXDwxDP8B9n-zcDwQn4xT0ZWn0rLHS-k1NXmOMXwSoZg_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)  (6 GB RAM)","₹10,999",4.2,Dual Sim,16.76 cm (6.6 inch),2408 x 1080 Pixels,Full HD+,ARM Mali G68 MP2,Android 13,Exynos 1330,Octa Core,128 GB,6 GB,128 GB,1 TB,50MP + 2MP + 2MP,13MP Front Camera,Upto 10X,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.0,802.11,No,5000 mAh
291,https://flipkart.com/samsung-galaxy-a14-5g-light-green-128-gb/p/itmabe91abe7ba0c?pid=MOBGHT8UU3STRKZS&lid=LSTMOBGHT8UU3STRKZSI7GOCK&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_292&otracker=search&otracker1=search&fm=organic&iid=en_-BpIz60ULZizwEuA2HHTOEQ5w1H3bk7LlKc7fdtR2pV5HYU-4QF9OpubtLQ66nvknJLSrVyAuuGUkkwpZV7-D_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"SAMSUNG Galaxy A14 5G (Light Green, 128 GB)  (6 GB RAM)","₹10,999",4.2,Dual Sim,16.76 cm (6.6 inch),2408 x 1080 Pixels,Full HD+,ARM Mali G68 MP2,Android 13,Exynos 1330,Octa Core,128 GB,6 GB,128 GB,1 TB,50MP + 2MP + 2MP,13MP Front Camera,Upto 10X,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.0,802.11,No,5000 mAh
292,https://flipkart.com/motorola-g54-5g-midnight-blue-256-gb/p/itmc5db12ebf3198?pid=MOBGQFX88DJDTHYG&lid=LSTMOBGQFX88DJDTHYGROOGII&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_293&otracker=search&otracker1=search&fm=organic&iid=ade361f1-3ed8-48f4-8208-98b77f5756ab.MOBGQFX88DJDTHYG.SEARCH&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"Motorola g54 5G (Midnight Blue, 256 GB)  (12 GB RAM)","₹16,999",4.2,Dual Sim,16.51 cm (6.5 inch),2400 x 1080 Pixels,Full HD+ LCD Display,IMG BXM-8-256,Android 13,Dimensity 7020,Octa Core,256 GB,12 GB,N/A,1 TB,50MP (OIS) + 8MP,16MP Front Camera,8X,30 fps,"4G LTE, 5G, GSM, WCDMA",v5.3,Wi-Fi 802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),No,6000 mAh
293,https://flipkart.com/motorola-edge-20-5g-frosted-onyx-128-gb/p/itm3d9e9c080a1bf?pid=MOBG6W3K2HHNFCJU&lid=LSTMOBG6W3K2HHNFCJUKA4OBR&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_294&otracker=search&otracker1=search&fm=organic&iid=ade361f1-3ed8-48f4-8208-98b77f5756ab.MOBG6W3K2HHNFCJU.SEARCH&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"Motorola Edge 20 5G (Frosted Onyx, 128 GB)  (8 GB RAM)","₹18,999",4.1,Dual Sim,17.02 cm (6.7 inch),2400 x 1080 Pixels,Full HD+ OLED Display,Adreno 642L,Android 11,Qualcomm Snapdragon 778G,Octa Core,128 GB,8 GB,N/A,N/A,108MP + 8MP + 16MP,32MP Front Camera,N/A,"30 fps, 60 fps","5G, 4G LTE, UMTS, GSM",v5.2,802.11 a/b/g/n/ac/ax (Wi-Fi 6E),Yes,4000 mAh
294,https://flipkart.com/vivo-y75-moonlight-shadow-128-gb/p/itm28ded5e6b6309?pid=MOBGEESHPMQJFZ5C&lid=LSTMOBGEESHPMQJFZ5CLKPNJ2&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_295&otracker=search&otracker1=search&fm=organic&iid=ade361f1-3ed8-48f4-8208-98b77f5756ab.MOBGEESHPMQJFZ5C.SEARCH&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"vivo Y75 (Moonlight Shadow, 128 GB)  (8 GB RAM)","₹19,990",4.3,Dual Sim,16.36 cm (6.44 inch),2400 x 1080,Full HD+ AMOLED Display,ARM Mali G57,Android 12,Mediatek G96,Octa Core,128 GB,8 GB,N/A,1 TB,50MP + 8MP + 2MP,44MP Front Camera,N/A,N/A,"4G LTE, WCDMA, GSM",v5.2,"Supports 2.4 GHz, 5 GHz",No,4050 mAh
295,https://flipkart.com/redmi-11-prime-5g-meadow-green-64-gb/p/itme0b907d1e24ea?pid=MOBGHDXFMAZMWKR8&lid=LSTMOBGHDXFMAZMWKR8JPB5A2&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_296&otracker=search&otracker1=search&fm=organic&iid=ade361f1-3ed8-48f4-8208-98b77f5756ab.MOBGHDXFMAZMWKR8.SEARCH&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"REDMI 11 Prime 5G (Meadow Green, 64 GB)  (4 GB RAM)","₹13,610",4.2,Dual Sim,16.71 cm (6.58 inch),2400 x 1080 Pixels,N/A,N/A,Android 12,N/A,N/A,64 GB,4 GB,N/A,N/A,5MP Rear Camera,N/A,N/A,N/A,5G,N/A,N/A,N/A,5000 mAh
296,https://flipkart.com/poco-m6-plus-5g-ice-silver-128-gb/p/itm7e794d10838b4?pid=MOBH2M2DTGYS9HPB&lid=LSTMOBH2M2DTGYS9HPBRYLMHV&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_297&otracker=search&otracker1=search&fm=organic&iid=en_-BpIz60ULZizwEuA2HHTOEQ5w1H3bk7LlKc7fdtR2pUC1Dj8sQ-uRnmSq26jvzk8CWXouvQuc314l7541Xt41fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"POCO M6 Plus 5G (Ice Silver, 128 GB)  (6 GB RAM)",N/A,4.2,Dual Sim,17.25 cm (6.79 inch),2460 x 1080 Pixels,N/A,N/A,Android 14,Snapdragon 4 Gen2 AE,Octa Core,128 GB,6 GB,N/A,1 TB,108MP + 2MP,13MP Front Camera,Upto 10X,N/A,"5G, 4G VoLTE, 4G LTE, WCDMA, GSM",v5.0,Supports 2.4 GHz and 5 GHz Dual Band,No,5030 mAh
297,https://flipkart.com/infinix-gt-20-pro-mecha-blue-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XKUET74VN&lid=LSTMOBHYP4XKUET74VNKPZHZ3&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_298&otracker=search&otracker1=search&fm=organic&iid=en_-BpIz60ULZizwEuA2HHTOEQ5w1H3bk7LlKc7fdtR2pXR_oldxdvLjN_BY1mJNkKmoIWYHlc6iusZ6NcMGBhEIvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"Infinix GT 20 Pro (Mecha Blue, 256 GB)  (8 GB RAM)","₹22,999",4.4,Dual Sim,17.22 cm (6.78 inch),2436 x 1080 Pixels,Full HD+ AMOLED,N/A,Android 14,Dimensity 8200 Ultimate,Octa Core,256 GB,8 GB,N/A,N/A,108MP (OIS) + 2MP + 2MP,32MP Front Camera,Yes,N/A,"5G, 4G LTE, WCDMA, GSM",N/A,WiFi 6,Yes,5000 mAh
298,https://flipkart.com/redmi-11-prime-5g-chrome-silver-64-gb/p/itme0b907d1e24ea?pid=MOBGHDXF9YBJY7YD&lid=LSTMOBGHDXF9YBJY7YDYTF8YK&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_299&otracker=search&otracker1=search&fm=organic&iid=ade361f1-3ed8-48f4-8208-98b77f5756ab.MOBGHDXF9YBJY7YD.SEARCH&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"REDMI 11 Prime 5G (Chrome Silver, 64 GB)  (4 GB RAM)","₹11,499",4.2,Dual Sim,16.71 cm (6.58 inch),2400 x 1080,N/A,N/A,12,N/A,N/A,64 GB,4 GB,N/A,N/A,5MP Rear Camera,N/A,N/A,N/A,5G,N/A,N/A,N/A,5000 mAh
299,https://flipkart.com/mi-10t-cosmic-black-128-gb/p/itm58cc0f1ad2682?pid=MOBFWAFZPGHZSHA7&lid=LSTMOBFWAFZPGHZSHA7PIAQWK&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_300&otracker=search&otracker1=search&fm=organic&iid=ade361f1-3ed8-48f4-8208-98b77f5756ab.MOBFWAFZPGHZSHA7.SEARCH&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"Mi 10T (Cosmic Black, 128 GB)  (6 GB RAM)","₹17,490",4.2,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Full HD+ Display,Adreno 650,Android 10,Qualcomm Snapdragon 865,Octa Core,128 GB,6 GB,N/A,N/A,64MP + 13MP + 5MP,20MP Front Camera,10X,"30 fps, 60 fps","5G, 4G VoLTE, 4G LTE, WCDMA, GSM",v5.1,Wi-Fi 6,Yes,5000 mAh
300,https://flipkart.com/infinix-note-40x-5g-palm-blue-256-gb/p/itm9c39960257804?pid=MOBH34XGH9JGS3KM&lid=LSTMOBH34XGH9JGS3KMTLDOKR&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_301&otracker=search&otracker1=search&fm=organic&iid=en_-BpIz60ULZizwEuA2HHTOEQ5w1H3bk7LlKc7fdtR2pU15WlkkfJRMhs2ULxnM3GB6tRXSJTRQgsrhYURd5zxNfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"Infinix Note 40X 5G (Palm Blue, 256 GB)  (12 GB RAM)",N/A,4.3,Dual Sim,17.22 cm (6.78 inch),2460 x 1080 Pixels,Full HD+,N/A,Android 14,Dimensity 6300,Octa Core,256 GB,12 GB,N/A,1 TB,108MP + 2MP + AI Lens,8MP Front Camera,Yes,N/A,"5G, 4G LTE, WCDMA, GSM",v5.2,802.11 (a/b/g/n/ac),Yes,5000 mAh
301,https://flipkart.com/samsung-galaxy-a14-5g-black-128-gb/p/itm4e53e4bf801e1?pid=MOBGHT8UR4T25NGB&lid=LSTMOBGHT8UR4T25NGBLLYADS&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_302&otracker=search&otracker1=search&fm=organic&iid=en_-BpIz60ULZizwEuA2HHTOEQ5w1H3bk7LlKc7fdtR2pUryF1pUa93fSqKJRC7sFZuuwgB7up0vdOvWe9I0tJgFvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"SAMSUNG Galaxy A14 5G (Black, 128 GB)  (6 GB RAM)","₹10,999",4.2,Dual Sim,16.76 cm (6.6 inch),2408 x 1080 Pixels,Full HD+,ARM Mali G68 MP2,Android 13,Exynos 1330,Octa Core,128 GB,6 GB,128 GB,1 TB,50MP + 2MP + 2MP,13MP Front Camera,Upto 10X,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.0,802.11,No,5000 mAh
302,https://flipkart.com/oppo-a77-sunset-orange-128-gb/p/itme5841383d98bb?pid=MOBGHFT5PKS2676B&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_303&otracker=search&otracker1=search&fm=organic&iid=ade361f1-3ed8-48f4-8208-98b77f5756ab.MOBGHFT5PKS2676B.SEARCH&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"OPPO A77 (Sunset Orange, 128 GB)  (4 GB RAM)",N/A,4.2,Dual Sim,16.66 cm (6.56 inch),1612 x 720 Pixels,N/A,PowerVR GE8320,Android 12,Mediatek Helio G35,Octa Core,128 GB,4 GB,N/A,1 TB,50MP + 2MP,8MP Front Camera,5X,30 fps,"4G LTE, WCDMA, GSM",v5.3,802.11 ac/a/b/g/n (2.4 GHz | 5 GHz),No,5000 mAh
303,https://flipkart.com/redmi-note-12-5g-matte-black-128-gb/p/itm12d96ed25304a?pid=MOBGZF9PHWJGZGCM&lid=LSTMOBGZF9PHWJGZGCMECM99D&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_304&otracker=search&otracker1=search&fm=organic&iid=ade361f1-3ed8-48f4-8208-98b77f5756ab.MOBGZF9PHWJGZGCM.SEARCH&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"REDMI Note 12 5G (Matte Black, 128 GB)  (6 GB RAM)","₹15,490",4.2,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Full HD+ 120 Hz Super AMOLED Display,Adreno 619,Android 12,Qualcomm Snapdragon 4 Gen 1,Octa Core,128 GB,6 GB,N/A,1 TB,48MP + 8MP + 2MP,13MP Front Camera,10X,120 Hz,"5G, 4G VoLTE, 4G LTE, WCDMA, GSM",v5.1,Supports 2.4 GHz and 5 GHz Dual Band,No,5000 mAh
304,https://flipkart.com/poco-m3-pro-5g-cool-blue-128-gb/p/itmf923739d27b4b?pid=MOBG3P4ZMCSJNSAY&lid=LSTMOBG3P4ZMCSJNSAYIYDCCL&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_305&otracker=search&otracker1=search&fm=organic&iid=ade361f1-3ed8-48f4-8208-98b77f5756ab.MOBG3P4ZMCSJNSAY.SEARCH&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"POCO M3 Pro 5G (Cool Blue, 128 GB)  (6 GB RAM)",N/A,4.2,Dual Sim,16.51 cm (6.5 inch),2400 x 1080 Pixels,Full HD+ Dot,Arm Mali-G57 MC2 (at 950MHz),Android 11,MediaTek Dimensity 700,Octa Core,128 GB,6 GB,N/A,1 TB,48MP + 2MP + 2MP,8MP Front Camera,10X,30 fps,"5G, 4G VoLTE, 4G LTE, WCDMA, GSM",v5.1,802.11 a/b/g/n/ac (2.4 GHz | 5GHz),N/A,5000 mAh
305,https://flipkart.com/redmi-note-12-5g-sunrise-gold-128-gb/p/itm7469fb9d2c5bf?pid=MOBGRM9XDHZ2BVMH&lid=LSTMOBGRM9XDHZ2BVMHHWJVBZ&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_306&otracker=search&otracker1=search&fm=organic&iid=ade361f1-3ed8-48f4-8208-98b77f5756ab.MOBGRM9XDHZ2BVMH.SEARCH&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"REDMI Note 12 5G (Sunrise Gold, 128 GB)  (6 GB RAM)",N/A,4.2,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Full HD+ 120 Hz Super AMOLED Display,Adreno 619,Android 12,Qualcomm Snapdragon 4 Gen 1,Octa Core,128 GB,6 GB,N/A,1 TB,48MP + 8MP + 2MP,13MP Front Camera,10X,120 Hz,"5G, 4G VoLTE, 4G LTE, WCDMA, GSM",v5.1,Supports 2.4 GHz and 5 GHz Dual Band,No,5000 mAh
306,https://flipkart.com/poco-x6-neo-5g-martian-orange-128-gb/p/itmb53368ff4b262?pid=MOBGYQ6BFZJ9RHDD&lid=LSTMOBGYQ6BFZJ9RHDDZW8XID&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_307&otracker=search&otracker1=search&fm=organic&iid=en_-BpIz60ULZizwEuA2HHTOEQ5w1H3bk7LlKc7fdtR2pVaJCDH9quuG08N9A79YPwrztrKrAgU1kFyJd_3qIaq_PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"POCO X6 Neo 5G (Martian Orange, 128 GB)  (8 GB RAM)","₹12,999",4.2,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Full HD+ 120Hz AMOLED Display,ARM Mali-G57 MC2,Android 13,Dimensity 6080,Octa Core,128 GB,8 GB,128 GB,1 TB,108MP + 2MP,16MP Front Camera,Upto 10X,120 Hz,"4G LTE, 4G VoLTE, 5G, GSM, WCDMA",v5.3,Supports 2.4 GHz and 5 GHz Dual Band,No,5000 mAh
307,https://flipkart.com/samsung-galaxy-s23-5g-cream-128-gb/p/itmc77ff94cdf044?pid=MOBGMFFX5XYE8MZN&lid=LSTMOBGMFFX5XYE8MZNRGKCA5&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_308&otracker=search&otracker1=search&fm=organic&iid=en_-BpIz60ULZizwEuA2HHTOEQ5w1H3bk7LlKc7fdtR2pW2IHmVTUvOK9jY96Epu21CQNzzQ883UL_go8aWksx-k_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"SAMSUNG Galaxy S23 5G (Cream, 128 GB)  (8 GB RAM)","₹37,999",4.6,Dual Sim,15.49 cm (6.1 inch),2340 x 1080 Pixels,Full HD+ Dynamic AMOLED 2X,Qualcomm Adreno 740,Android 13,Qualcomm Snapdragon 8 Gen 2,Octa Core,128 GB,8 GB,128 GB,N/A,50MP + 10MP + 12MP,12MP Front Camera,Upto 30x,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.3,"802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz 6 GHz), HE160, MIMO, 1024-QAM",Yes,3900 mAh
308,https://flipkart.com/redmi-note-12-5g-frosted-green-128-gb/p/itm5dca1d1573fd8?pid=MOBGHNFJHHA6ZVM2&lid=LSTMOBGHNFJHHA6ZVM2LTFTJF&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_309&otracker=search&otracker1=search&fm=organic&iid=ade361f1-3ed8-48f4-8208-98b77f5756ab.MOBGHNFJHHA6ZVM2.SEARCH&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"REDMI Note 12 5G (Frosted Green, 128 GB)  (4 GB RAM)","₹13,499",3.9,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Full HD+ 120 Hz Super AMOLED Display,Adreno 619,Android 12,Qualcomm Snapdragon 4 Gen 1,Octa Core,128 GB,4 GB,N/A,1 TB,48MP + 8MP + 2MP,13MP Front Camera,10X,120 Hz,"5G, 4G VoLTE, 4G LTE, WCDMA, GSM",v5.1,Supports 2.4 GHz and 5 GHz Dual Band,No,5000 mAh
309,https://flipkart.com/vivo-y22-metaverse-green-128-gb/p/itmb457f45cfdbeb?pid=MOBGHR2FQZGSSTTD&lid=LSTMOBGHR2FQZGSSTTDV3N9IR&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_310&otracker=search&otracker1=search&fm=organic&iid=ade361f1-3ed8-48f4-8208-98b77f5756ab.MOBGHR2FQZGSSTTD.SEARCH&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"vivo Y22 (Metaverse Green, 128 GB)  (6 GB RAM)","₹16,499",4.3,Dual Sim,16.64 cm (6.55 inch),1600x720$$Pixels,HD+ LCD Display,ARM Mali G52,Android 12,Mediatek Helio G70,Octa Core,128 GB,6 GB,N/A,1 TB,50MP + 2MP,8MP Front Camera,N/A,N/A,"4G LTE, WCDMA, GSM",v5.0,"Supports 2.4 GHz, 5 GHz",No,5000 mAh
310,https://flipkart.com/infinix-note-40-pro-5g-vintage-green-256-gb/p/itma7197f5eb7e85?pid=MOBGZCBWUBBPE6PG&lid=LSTMOBGZCBWUBBPE6PG3WPGPH&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_311&otracker=search&otracker1=search&fm=organic&iid=en_-BpIz60ULZizwEuA2HHTOEQ5w1H3bk7LlKc7fdtR2pU8G7tHeb0DqvL6CiWhy6yvJZfHmhHJs6H4Z3KTbYpGw_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"Infinix Note 40 Pro 5G (Vintage Green, 256 GB)  (8 GB RAM)",N/A,4.2,Dual Sim,17.22 cm (6.78 inch),2436 x 1080 Pixels,Full HD+ LTPS Curved AMOLED,N/A,Android 14,Mediatek Dimensity 7020,Octa Core,256 GB,8 GB,N/A,N/A,108MP (OIS) + 2MP + 2MP,32MP Front Camera,3X (Optical)and 10X,N/A,"5G, 4G LTE, WCDMA, GSM",v5.3,802.11 (a/b/g/n/ac) (2.4 GHz|5 GHz),Yes,5000 mAh
311,https://flipkart.com/samsung-galaxy-s23-5g-phantom-black-128-gb/p/itm1f3efe01d1c61?pid=MOBGNPGZVX4PCTTF&lid=LSTMOBGNPGZVX4PCTTFYWYWBL&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_13_312&otracker=search&otracker1=search&fm=organic&iid=en_-BpIz60ULZizwEuA2HHTOEQ5w1H3bk7LlKc7fdtR2pW-YB9bvu5OgUWNmyGTlLy7oDpaneuSRzEfS6FXRhLVG6V8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=v0ojv29lnk0000001735198672663&qH=9215ad6dc70e1542,"SAMSUNG Galaxy S23 5G (Phantom Black, 128 GB)  (8 GB RAM)","₹37,999",4.6,Dual Sim,15.49 cm (6.1 inch),2340 x 1080 Pixels,Full HD+ Dynamic AMOLED 2X,Qualcomm Adreno 740,Android 13,Qualcomm Snapdragon 8 Gen 2,Octa Core,128 GB,8 GB,128 GB,N/A,50MP + 10MP + 12MP,12MP Front Camera,Upto 30x,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.3,"802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz 6 GHz), HE160, MIMO, 1024-QAM",Yes,3900 mAh
312,https://flipkart.com/realme-narzo-50-pro-5g-hyper-blue-128-gb/p/itmafd17f08bdd1b?pid=MOBGGGTCWQPK8ZZY&lid=LSTMOBGGGTCWQPK8ZZYJVMDHG&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_14_313&otracker=search&otracker1=search&fm=organic&iid=b9d32ba9-3e8a-49d1-9355-b9f51d6503e3.MOBGGGTCWQPK8ZZY.SEARCH&ppt=None&ppn=None&ssid=ngyvlenhnk0000001735198673293&qH=9215ad6dc70e1542,"realme Narzo 50 Pro 5G (Hyper Blue, 128 GB)  (8 GB RAM)",N/A,4.2,Dual Sim,16.26 cm (6.4 inch),1080x2400,90Hz Super AMOLED Display,N/A,Android 12,Dimensity 920 5G Processor,Octa Core,128 GB,8 GB,N/A,N/A,48MP Rear Camera,N/A,N/A,N/A,"4G LTE, 4G VoLTE",N/A,N/A,N/A,5000 mAh
313,https://flipkart.com/realme-8-pro-illuminating-yellow-128-gb/p/itmaa9c73f5a987c?pid=MOBGYV98ESYUZZUK&lid=LSTMOBGYV98ESYUZZUKJK4O6X&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_14_314&otracker=search&otracker1=search&fm=organic&iid=b9d32ba9-3e8a-49d1-9355-b9f51d6503e3.MOBGYV98ESYUZZUK.SEARCH&ppt=None&ppn=None&ssid=ngyvlenhnk0000001735198673293&qH=9215ad6dc70e1542,"realme 8 Pro (Illuminating Yellow, 128 GB)  (8 GB RAM)",N/A,4.4,Dual Sim,16.26 cm (6.4 inch),2400 x 1080 Pixels,Full HD+ Super AMOLED Display,Adreno 618,Android 11,Qualcomm Snapdragon 720G,Octa Core,128 GB,8 GB,N/A,256 GB,108MP + 8MP + 2MP + 2MP,16MP Front Camera,20X,"30 fps, 60 fps","4G VoLTE, 4G LTE, WCDMA, GSM",v5.0,802.11 b/g/n/a/ac (2.4GHz | 5GHz),No,4500 mAh
314,https://flipkart.com/iqoo-z7s-5g-norway-blue-128-gb/p/itmd271c852acda8?pid=MOBGPUD6Z7X6YPHT&lid=LSTMOBGPUD6Z7X6YPHTVWS9UQ&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_14_315&otracker=search&otracker1=search&fm=organic&iid=b9d32ba9-3e8a-49d1-9355-b9f51d6503e3.MOBGPUD6Z7X6YPHT.SEARCH&ppt=None&ppn=None&ssid=ngyvlenhnk0000001735198673293&qH=9215ad6dc70e1542,"IQOO Z7S 5G (Norway Blue, 128 GB)  (8 GB RAM)",N/A,4.3,Dual Sim,16.26 cm (6.4 inch),2400x1080$$Pixels,N/A,N/A,Android Q 13,N/A,Octa Core,128 GB,8 GB,N/A,N/A,64MP Rear Camera,N/A,N/A,N/A,5G,N/A,N/A,N/A,4500 mAh
315,https://flipkart.com/poco-m2-pro-two-shades-black-64-gb/p/itm4407b569c65a0?pid=MOBFT7MKEZUJWFFZ&lid=LSTMOBFT7MKEZUJWFFZXVRSFP&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_14_316&otracker=search&otracker1=search&fm=organic&iid=b9d32ba9-3e8a-49d1-9355-b9f51d6503e3.MOBFT7MKEZUJWFFZ.SEARCH&ppt=None&ppn=None&ssid=ngyvlenhnk0000001735198673293&qH=9215ad6dc70e1542,"POCO M2 Pro (Two Shades of Black, 64 GB)  (4 GB RAM)","₹10,449",4.4,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Full HD+ Display,Adreno 618,Android 10,Qualcomm Snapdragon 720G,Octa Core,64 GB,4 GB,N/A,512 GB,48MP + 8MP + 5MP + 2MP,16MP Front Camera,N/A,"30 fps, 60 fps","4G LTE, WCDMA, GSM",v5.0,802.11 a/b/g/n/ac,N/A,5000 mAh
